episode,slot,avg_reward,sys_throughput,avg_cpu_util
0,0,-0.5504024000000001,17252,0.08282400000000001
0,1,-1.2831464000000001,29792,0.14302
0,2,-1.3795314285714286,25760,0.12368000000000001
0,3,-1.2916189333333332,38188,0.183336
0,4,-1.5551232380952382,44720,0.214696
0,5,-1.171224057808858,47376,0.22743600000000003
0,6,-1.2907461512605045,60160,0.28881999999999997
0,7,-1.3843257984962407,50812,0.24394400000000002
0,8,-0.9343365841269842,48988,0.23518
0,9,-1.5312073870129868,38532,0.18497999999999998
0,10,-1.3712356034188036,36844,0.17687999999999998
0,11,-1.5742074464985993,53316,0.25595599999999996
0,12,-1.506622153846154,37000,0.17762400000000003
0,13,-1.5996775746031748,31232,0.14994000000000002
0,14,-1.5529537777777775,33000,0.158424
0,15,-1.5768869818181819,28664,0.13761600000000002
0,16,-1.3163625535353536,45776,0.219764
0,17,-1.270910252059052,49316,0.23677200000000004
0,18,-1.3807044825396826,42624,0.20462800000000003
0,19,-1.380528318207283,71064,0.341164
0,20,-1.327421537254902,26012,0.124884
0,21,-1.552632929971989,54400,0.26117199999999996
0,22,-1.4043764398268397,36128,0.17343599999999998
0,23,-1.251132542124542,37220,0.178692
0,24,-1.1604088888888886,38180,0.1833
0,25,-1.4415814321678322,53588,0.257264
0,26,-1.0966765575757578,43264,0.2077
0,27,-1.3469911384615385,25368,0.12179199999999998
0,28,-1.4143034666666665,31664,0.15203199999999997
0,29,-1.1533326787878788,39564,0.189932
0,30,-1.3101558559035738,55432,0.266108
0,31,-1.3696120727272727,42124,0.20223199999999997
0,32,-1.5038909433583958,43928,0.21090399999999998
0,33,-1.6789411809523809,20724,0.099496
0,34,-1.6089139047619045,55500,0.2664479999999999
0,35,-1.3205582787878787,47192,0.22656800000000002
0,36,-1.2864741333333334,40744,0.19560399999999997
0,37,-1.458887089177489,57088,0.27407200000000004
0,38,-1.1213714666666665,20604,0.09892000000000001
0,39,-1.5928225904761903,45112,0.21656399999999998
0,40,-1.3157365922077922,38824,0.18639200000000003
0,41,-1.4298935272727271,42764,0.205312
0,42,-1.173474864957265,34188,0.164132
0,43,-1.5693518406926408,44876,0.21544
0,44,-1.6475872507936509,25568,0.122752
0,45,-1.7396689777777776,30016,0.144096
0,46,-1.477437474509804,58036,0.278628
0,47,-1.4740932606060606,30696,0.147372
0,48,-1.2697643232323235,57300,0.275084
0,49,-0.9997389333333334,33208,0.159424
0,50,-1.3223299294117647,45392,0.217916
0,51,-1.5146348972431078,51520,0.24734400000000006
