episode,slot,avg_reward,sys_throughput,avg_cpu_util
0,0,-0.3865672,12804,0.0061468
0,1,-3.2372857557534,20036,0.0096188
0,2,-0.8953192978195558,32148,0.015433200000000003
0,3,-5.766524219070402,8860,0.004253600000000001
0,4,-1.355343942529104,19440,0.009332400000000001
0,5,-10.545657448054502,7772,0.0037311999999999996
0,6,-0.6951972,4136,0.0019855999999999997
0,7,-1.321982815613355,27164,0.013040800000000002
0,8,-4.13358578320192,18448,0.008856400000000002
0,9,-11.040655702853018,8240,0.0039556
0,10,-3.4044056139808765,23044,0.0110628
0,11,-28.89850748121868,18108,0.008693200000000002
0,12,-1.2608401190985723,26052,0.012506799999999998
0,13,-44.95029459007252,10400,0.0049928
0,14,-1.5859672887251925,22060,0.010590400000000002
0,15,-11.235729488069179,31252,0.015003199999999998
0,16,-20.912202958883455,4612,0.002214
0,17,-0.9649915410282647,23568,0.011314399999999999
0,18,-2.2971691298642276,29600,0.01421
0,19,-9.285268733346669,18028,0.0086548
0,20,-10.311358097749459,13100,0.0062892
0,21,-13.45635167942019,12496,0.0059992000000000005
0,22,-9.801040864734087,11336,0.005442000000000001
0,23,-18.689468846778613,11568,0.0055536
0,24,-12.213874140536747,37388,0.017948799999999997
0,25,-0.8893347579971606,12908,0.0061968
0,26,-5.610010912097054,7312,0.0035103999999999995
0,27,-5.975342348032491,21244,0.010198800000000001
0,28,-11.313304245154962,18424,0.008844800000000002
0,29,-11.9985447424069,20760,0.0099664
0,30,-3.9587662454085604,23760,0.0114068
0,31,-5.798009747173303,7812,0.003750400000000001
0,32,-1.4613917196835948,26520,0.012731200000000002
0,33,-4.827082877989992,16368,0.007857600000000001
0,34,-13.476291811484185,27848,0.013369199999999998
0,35,-23.01956386735981,9900,0.0047528
0,36,-7.556232627670869,25324,0.012157600000000001
0,37,-1.1113405975156496,21908,0.0105172
0,38,-2.1581884266088145,17440,0.0083724
0,39,-5.6407163732546515,24496,0.0117596
0,40,-10.403648468741697,3652,0.0017532
0,41,-45.82234384597395,3716,0.0017839999999999998
0,42,-1.2129585251647637,12408,0.0059568
0,43,-8.277739942971209,20252,0.0097228
0,44,-1.6779746581709252,32720,0.015708
0,45,-1.252189655092388,29340,0.0140856
0,46,-1.2687152892205797,31672,0.015204800000000001
0,47,-2.906681401856477,17956,0.00862
0,48,-2.9992167886753904,15756,0.007563599999999999
0,49,-0.456856566100505,18884,0.009065600000000002
0,50,-3.4859410417990278,17480,0.0083916
0,51,-8.239397707895241,16480,0.007911600000000001
0,52,-41.12510895034864,19704,0.009459600000000002
0,53,-2.257734491157502,19568,0.009394
0,54,-1.2616861853675692,23520,0.011291200000000001
0,55,-18.766477857644404,8860,0.004253600000000001
0,56,-1.650058005340624,19336,0.0092824
0,57,-20.973169245099733,18440,0.008852400000000002
0,58,-0.9434595143313379,21520,0.0103312
0,59,-1.6964561223986583,23608,0.011333600000000003
0,60,-1.303073839171675,28188,0.0135324
0,61,-0.9934474253830237,10668,0.005121199999999999
0,62,-16.607424264185884,15296,0.007342799999999999
0,63,-10.496299259215789,24068,0.011554400000000001
0,64,-1.3304550814700353,32752,0.0157232
0,65,-1.5963331273228927,9780,0.0046952
0,66,-0.9621201960990515,16068,0.007714000000000001
0,67,-1.3672102205544525,20448,0.0098164
0,68,-12.471741641295564,14456,0.00694
0,69,-6.108571956901964,24616,0.011817600000000001
0,70,-12.358214836992396,11724,0.005627999999999999
0,71,-4.644830994449778,19140,0.0091888
0,72,-22.49792728331829,17892,0.008589200000000002
0,73,-1.3187269897283667,20560,0.0098704
0,74,-7.117798178820228,11488,0.0055152
0,75,-8.708849797077297,25472,0.012228
0,76,-1.2636457939760684,7120,0.003418
0,77,-18.58828819827662,31840,0.015285600000000002
0,78,-0.964970547055614,19448,0.009336399999999998
0,79,-5.648894838770381,13804,0.0066268
0,80,-2.066182104400549,20012,0.0096072
0,81,-41.20424662231111,25808,0.01239
0,82,-1.2138612816792123,21456,0.010300400000000001
0,83,-1.010028907032706,20036,0.0096188
0,84,-26.071045671183395,11820,0.005674400000000001
0,85,-20.74674399024617,13552,0.0065060000000000005
0,86,-1.2620657698355717,16884,0.008105600000000001
0,87,-7.290884501928306,28292,0.0135824
0,88,-11.773376973541676,30624,0.014701199999999998
0,89,-0.790815432808205,9668,0.004641200000000001
0,90,-3.6313796492233017,19116,0.0091772
0,91,-14.6704102913573,16528,0.007934800000000002
0,92,-5.162564465352505,22616,0.010857200000000001
0,93,-0.4047652113450617,28816,0.013834000000000003
0,94,-1.6287836502544537,15304,0.0073468000000000006
0,95,-10.697115484347623,10384,0.0049852
0,96,-1.3966584252559051,25108,0.012053600000000001
0,97,-4.824059347637232,32952,0.0158196
0,98,-1.378536916078721,11684,0.0056088
0,99,-4.7513334632840065,23648,0.011352800000000001
1,0,-0.380162,20496,0.0098396
1,1,-4.07626846216549,12344,0.005926000000000001
1,2,-1.0593299482613832,13732,0.006592000000000001
1,3,-0.8199112829505019,11908,0.005716799999999999
1,4,-1.3952984347676984,15852,0.0076100000000000004
1,5,-1.19440884312233,17336,0.008322399999999999
1,6,-19.39647431470054,13512,0.006486800000000001
1,7,-1.496591767946526,7660,0.0036772
1,8,-4.158915044680441,16068,0.007714
1,9,-1.8414741865456652,16392,0.0078692
1,10,-1.326722558090802,19560,0.009390400000000002
1,11,-26.228844972518647,11900,0.0057128
1,12,-0.5122547664252254,13328,0.006398400000000001
1,13,-7.7539442058900505,54480,0.02615479999999999
1,14,-6.385980197244759,15780,0.0075752000000000016
