episode,avg_reward,total_throughput,latency_violation_rate,cpu_peak,loss,epsilon
0,-8.084412081307566,1887692,4.273817230493998,0.09580399999999997,0,0.99875
1,-7.206248867117386,1821496,4.721537133756302,0.16222799999999993,0,0.9975
